Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
274,20,RL,80.0,9600.0,Pave,4,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620.0,2,0,0.0,1240,GasA,4,1,SBrkr,1632.0,0,0,1632.0,1.0,0,2,0,3.0,1,3,6,7,1.0,4,Attchd,1958.0,2,1.0,338.0,3,3,2,289,0,0,0,0,0,0,4,2009,WD,Normal,139000,11.842229212112828
275,20,RL,76.0,8314.0,Pave,4,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,No,0.0,3,3,CBlock,3,3,4,5,546.0,1,0,270.0,816,GasA,3,1,SBrkr,816.0,0,0,816.0,0.0,0,1,0,2.0,1,3,5,8,0.0,0,Attchd,1982.0,1,1.0,264.0,3,3,2,168,0,0,0,0,0,0,6,2007,WD,Normal,124500,11.732060994886899
276,50,RL,55.0,7264.0,Pave,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0,952.0,952,GasW,4,0,SBrkr,952.0,596,0,1548.0,0.0,0,2,1,3.0,1,5,5,8,0.0,0,Detchd,1978.0,1,2.0,672.0,3,3,2,74,0,0,0,0,0,0,10,2009,WD,Normal,205000,12.230765258120545
277,20,RL,110.0,9196.0,Pave,3,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,5,3,1,1,0.0,1,0,1560.0,1560,GasA,5,1,SBrkr,1560.0,0,0,1560.0,0.0,0,2,0,3.0,1,4,7,8,0.0,0,Attchd,2003.0,3,2.0,573.0,3,3,2,100,150,0,0,0,0,0,4,2010,WD,Normal,201000,12.211060187041213
278,20,RL,110.0,17683.25,Pave,4,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,3,CBlock,3,3,1,2,120.0,1,0,744.0,864,GasA,5,1,SBrkr,864.0,0,0,864.0,0.0,0,1,0,2.0,1,3,4,8,0.0,0,Detchd,1951.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,6,2010,WD,Normal,141000,11.856515169360305
279,20,RL,107.0,14450.0,Pave,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,4,1,0.0,1,0,1685.5,2049,GasA,5,1,SBrkr,2121.0,0,0,2121.0,0.0,0,2,1,3.0,1,5,8,8,1.0,5,Attchd,2007.0,3,3.0,732.0,3,3,2,124,98,0,0,0,0,0,5,2007,New,Partial,415298,12.936751613811438
280,60,RL,83.0,10005.0,Pave,4,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,1,4,392.0,1,0,768.0,1160,GasA,5,1,SBrkr,1156.0,866,0,2022.0,0.0,0,2,1,4.0,1,3,8,8,1.0,3,Attchd,1977.0,3,2.0,505.0,3,3,2,288,117,0,0,0,0,0,3,2008,WD,Normal,192000,12.165250651009918
281,60,RL,82.0,11287.0,Pave,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,3,6,421.0,1,0,386.0,807,GasA,4,1,SBrkr,1175.0,807,0,1982.0,0.0,0,2,1,3.0,1,4,7,8,1.0,3,Attchd,1989.0,3,2.0,575.0,3,3,2,0,84,0,0,0,0,0,1,2007,WD,Normal,228500,12.339291489316397
282,20,FV,60.0,7200.0,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,1,6,905.0,1,0,357.0,1262,GasA,4,1,SBrkr,1262.0,0,0,1262.0,0.0,0,2,0,2.0,1,4,5,8,0.0,0,Attchd,2006.0,3,2.0,572.0,3,3,2,0,120,0,0,0,0,0,5,2006,New,Partial,185000,12.128111104060462
283,120,RL,34.0,5063.0,Pave,4,4,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,6,904.0,1,0,410.0,1314,GasA,5,1,SBrkr,1314.0,0,0,1314.0,1.0,0,2,0,2.0,1,4,6,8,1.0,4,Attchd,2008.0,2,2.0,626.0,3,3,2,172,62,0,0,0,0,0,4,2009,ConLw,Normal,207500,12.24288661865289
284,20,RL,74.0,9612.0,Pave,4,4,4,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,1,1,0.0,1,0,1468.0,1468,GasA,5,1,SBrkr,1468.0,0,0,1468.0,0.0,0,2,0,3.0,1,4,6,8,1.0,4,Attchd,2008.0,3,3.0,898.0,3,3,2,210,150,0,0,0,0,0,12,2009,New,Partial,244600,12.407379502235209
285,120,RL,50.0,8012.0,Pave,4,4,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,No,0.0,4,3,PConc,4,3,1,6,430.0,1,0,1145.0,1575,GasA,4,1,SBrkr,1575.0,0,0,1575.0,1.0,0,2,0,2.0,1,4,5,8,0.0,0,Attchd,1992.0,2,2.0,529.0,3,3,2,0,0,0,0,0,0,0,7,2007,WD,Normal,179200,12.096257779522967
286,145,FV,35.0,4251.0,Pave,3,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,No,0.0,4,3,PConc,4,3,1,1,0.0,1,0,625.0,625,GasA,5,1,SBrkr,625.0,625,0,1250.0,0.0,0,2,1,2.0,1,4,5,8,0.0,0,Detchd,2006.0,2,2.0,528.0,3,3,2,0,54,0,0,0,0,0,6,2007,New,Partial,164700,12.011880916165731
287,50,RL,77.0,9786.0,Pave,3,3,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,3,3,1,3,600.0,1,0,312.0,912,GasA,3,1,SBrkr,1085.0,649,0,1734.0,0.0,0,1,1,3.0,1,4,7,8,1.0,4,Attchd,1962.0,2,2.0,440.0,3,3,2,0,0,0,0,0,0,0,6,2006,WD,Normal,159000,11.976659481202368
288,20,RL,73.0,8125.0,Pave,3,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,3,CBlock,3,3,1,4,614.0,1,0,244.0,858,GasA,3,1,SBrkr,858.0,0,0,858.0,0.0,0,1,0,3.0,1,3,5,8,0.0,0,No,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,6,2006,WD,Normal,88000,11.385092093460344
289,20,RL,71.0,9819.0,Pave,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,1,4,450.0,1,0,432.0,882,GasA,3,1,SBrkr,900.0,0,0,900.0,0.0,0,1,0,3.0,1,3,5,8,0.0,0,Detchd,1970.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,2,2010,WD,Normal,122000,11.711776323715394
290,70,RL,60.0,8730.0,Pave,4,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0,698.0,698,GasA,5,1,FuseA,698.0,698,0,1396.0,0.0,0,1,0,3.0,1,3,7,8,0.0,0,Detchd,2003.0,1,1.0,384.0,3,3,2,0,0,0,0,0,0,0,7,2007,WD,Normal,153575,11.941944326032129
291,60,RL,110.0,15611.0,Pave,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,3,1,0.0,1,0,1079.0,1079,GasA,5,1,SBrkr,1079.0,840,0,1919.0,0.0,0,2,1,3.0,1,4,8,8,1.0,4,Attchd,2006.0,2,2.0,685.0,4,3,2,0,51,0,0,0,0,0,7,2006,New,Partial,233230,12.359780370124389
292,145,RL,55.0,5687.0,Pave,4,3,4,Inside,3,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,2,PConc,3,2,1,3,210.0,1,0,570.0,780,GasA,5,0,SBrkr,936.0,780,0,1716.0,1.0,0,2,0,4.5,1,2,9,8,0.0,0,No,0.0,0,0.0,0.0,0,0,0,0,170,0,0,0,0,0,3,2008,WD,Normal,135900,11.819674600139235
293,50,RL,60.0,11409.0,Pave,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,3,3,1,2,292.0,1,0,476.0,768,GasA,4,1,SBrkr,1148.0,568,0,1716.0,0.0,0,1,1,3.0,1,3,8,6,1.0,4,Attchd,1949.0,1,1.0,281.0,3,3,2,0,0,0,0,0,0,0,1,2009,WD,Normal,131000,11.782952602183288
294,60,RL,80.0,16659.0,Pave,3,4,4,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,1,5,795.0,1,0,0.0,795,GasA,2,1,SBrkr,1468.0,795,0,2263.0,1.0,0,2,1,3.0,1,4,9,8,1.0,3,Attchd,1977.0,3,2.0,539.0,3,3,2,0,170,0,0,0,0,0,3,2006,WD,Normal,235000,12.367340793126296
295,20,RL,80.0,9600.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285.0,1,0,131.0,1416,GasA,3,1,SBrkr,1644.0,0,0,1644.0,1.0,0,1,0,3.0,1,3,7,8,2.0,4,Attchd,1953.0,3,2.0,418.0,3,3,2,110,0,0,0,0,0,0,10,2009,WD,Normal,167000,12.025749091398891
296,80,RL,37.0,7937.0,Pave,3,4,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,3,CBlock,3,3,3,6,819.0,1,0,184.0,1003,GasA,3,1,SBrkr,1003.0,0,0,1003.0,1.0,0,1,0,3.0,1,3,6,8,0.0,0,Detchd,1984.0,1,2.0,588.0,3,3,2,120,0,0,0,0,0,0,3,2006,WD,Normal,142500,11.867097278690842
297,50,RM,75.0,13710.0,Pave,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,CBlock,3,3,1,4,420.0,1,0,490.0,910,GasA,3,1,FuseA,910.0,648,0,1558.0,0.0,0,1,1,4.0,1,3,6,8,0.0,0,Attchd,1950.0,1,1.0,282.0,3,3,2,289,0,0,0,0,0,0,6,2007,WD,Normal,152000,11.931635799828413
298,60,FV,66.0,7399.0,Pave,3,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,409.375,4,3,PConc,4,3,1,4,649.0,1,0,326.0,975,GasA,5,1,SBrkr,975.0,975,0,1950.0,0.0,0,2,1,3.0,1,4,7,8,1.0,3,Detchd,1997.0,2,2.0,576.0,3,3,2,0,10,0,0,0,0,0,6,2007,WD,Normal,239000,12.384218830913648
299,60,RL,90.0,11700.0,Pave,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3,3,1,5,384.0,3,0,143.0,702,GasA,4,1,SBrkr,1041.0,702,0,1743.0,0.0,0,1,2,3.0,1,3,7,8,1.0,4,Attchd,1968.0,1,2.0,539.0,3,3,2,224,0,0,0,0,0,0,6,2007,WD,Normal,175000,12.072541252905651
300,20,RL,80.0,14000.0,Pave,4,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,No,0.0,3,4,CBlock,3,3,1,1,0.0,1,0,1092.0,1092,GasA,5,1,SBrkr,1152.0,0,0,1152.0,0.0,0,1,0,3.0,1,4,6,8,1.0,4,Attchd,1950.0,1,1.0,300.0,3,3,2,0,36,0,0,0,0,0,8,2009,WD,Family,158500,11.973509872299472
301,145,RL,90.0,15750.0,Pave,4,4,4,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841.0,1,0,324.0,1165,GasA,3,1,SBrkr,1336.0,0,0,1336.0,1.0,0,1,0,2.0,1,3,5,8,2.0,4,Attchd,1953.0,1,1.0,375.0,3,3,2,0,0,0,0,0,0,0,6,2006,WD,Normal,157000,11.964001084330445
302,60,RL,66.0,16226.0,Pave,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,6,281.0,1,0,747.0,1028,GasA,5,1,SBrkr,1210.0,1242,0,2452.0,0.0,0,2,1,4.0,1,4,9,8,1.0,3,BuiltIn,1998.0,3,2.0,683.0,3,3,2,208,50,0,0,0,0,0,5,2007,WD,Normal,267000,12.495003937382387
303,20,RL,110.0,13704.0,Pave,3,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,1,0.0,1,0,1541.0,1541,GasA,5,1,SBrkr,1541.0,0,0,1541.0,0.0,0,2,0,3.0,1,4,6,8,1.0,3,Attchd,2001.0,2,3.0,843.0,3,3,2,420,81,0,0,0,0,0,1,2006,WD,Normal,205000,12.230765258120545
304,20,RL,70.0,9800.0,Pave,4,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,3,PConc,3,3,1,5,894.0,1,0,0.0,894,GasA,3,1,SBrkr,894.0,0,0,894.0,1.0,0,1,0,3.0,1,3,5,8,0.0,0,Attchd,1975.0,1,2.0,552.0,3,3,2,256,0,0,0,0,0,0,7,2006,WD,Abnorml,149900,11.917723684090689
305,75,RM,87.0,17683.25,Pave,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,No,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0,1470.0,1470,GasA,5,1,SBrkr,1675.0,1818,0,2747.25,0.0,0,3,0,3.0,1,4,10,8,1.0,5,Attchd,2003.0,1,3.0,870.0,3,3,2,302,0,0,0,0,0,0,5,2008,WD,Normal,295000,12.594730635321957
306,20,RL,80.0,10386.0,Pave,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,1,6,1464.0,1,0,536.0,2000,GasA,5,1,SBrkr,2000.0,0,0,2000.0,1.0,0,2,0,3.0,1,4,8,8,0.0,0,Attchd,2004.0,3,3.0,888.0,3,3,2,168,0,0,0,0,0,0,7,2007,WD,Normal,305900,12.631013530138995
307,60,RL,110.0,13474.0,Pave,4,4,4,Inside,3,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4,3,1,5,700.0,1,0,0.0,700,GasA,4,1,SBrkr,1122.0,1121,0,2243.0,1.0,0,2,1,4.0,1,4,8,8,1.0,3,Attchd,1990.0,2,3.0,746.0,3,3,2,127,44,0,0,0,0,0,6,2007,WD,Normal,225000,12.323855681186558
308,50,RM,60.0,7920.0,Pave,3,4,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,2,CBlock,3,3,1,1,0.0,1,0,319.0,319,GasA,3,1,FuseA,1035.0,371,0,1406.0,0.0,0,1,0,3.0,1,2,6,8,0.0,0,No,0.0,0,0.0,0.0,0,0,0,0,144,0,0,0,0,0,3,2008,WD,Normal,89500,11.401993904262946
309,30,RL,65.5,12342.0,Pave,3,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,3,CBlock,3,3,1,4,262.0,1,0,599.0,861,GasA,5,1,SBrkr,861.0,0,0,861.0,0.0,0,1,0,1.0,1,3,4,8,0.0,0,Detchd,1961.0,1,2.0,539.0,3,3,2,158,0,0,0,0,0,0,3,2009,WD,Normal,82500,11.320553572322773
310,20,RL,90.0,12378.0,Pave,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,5,3,4,6,1274.0,1,0,622.0,1896,GasA,5,1,SBrkr,1944.0,0,0,1944.0,1.0,0,2,0,3.0,1,5,8,8,2.5,5,Attchd,2003.0,3,3.0,708.0,3,3,2,208,170,0,0,0,0,0,11,2006,WD,Normal,360000,12.793859310432293
311,60,RL,65.0,7685.0,Pave,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,5,518.0,1,0,179.0,697,GasA,4,1,SBrkr,697.0,804,0,1501.0,0.0,0,2,1,3.0,1,4,6,8,1.0,3,Attchd,1993.0,3,2.0,420.0,3,3,2,190,63,0,0,0,0,0,5,2006,WD,Normal,165600,12.017330520933296
312,20,RL,50.0,8000.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,4,CBlock,3,3,1,5,680.0,1,0,292.0,972,GasA,5,1,SBrkr,972.0,0,0,972.0,1.0,0,1,0,2.0,1,3,5,8,1.0,4,Detchd,1948.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,5,2009,WD,Normal,132000,11.790557201568507
313,145,RM,65.0,7800.0,Pave,4,4,4,Inside,3,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,3,CBlock,4,3,2,3,507.0,1,0,286.0,793,GasA,3,1,SBrkr,793.0,325,0,1118.0,1.0,0,1,0,3.0,1,3,5,8,1.0,4,Detchd,1939.0,1,2.0,410.0,3,3,2,0,0,0,0,0,0,0,5,2006,WD,Normal,119900,11.694413341015606
314,20,RL,110.0,17683.25,Pave,1,1,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,No,0.0,3,3,CBlock,4,3,4,5,1236.0,3,0,80.0,2049,GasW,3,1,SBrkr,2036.0,0,0,2036.0,2.0,0,2,0,3.0,1,3,8,8,2.0,4,Attchd,1965.0,2,2.0,513.0,3,3,2,0,0,0,0,0,0,0,6,2009,WD,Normal,375000,12.834681304952548
315,70,RM,60.0,9600.0,Pave,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,3,3,BrkTil,3,4,1,2,16.0,1,0,712.0,728,GasA,5,1,SBrkr,832.0,809,0,1641.0,0.0,0,1,1,3.0,1,5,6,8,1.0,4,Detchd,1925.0,1,2.0,546.0,2,3,2,0,0,0,0,0,0,0,8,2006,WD,Normal,178000,12.089538829274222
316,60,RL,71.0,7795.0,Pave,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,1,6,425.0,1,0,291.0,716,GasA,5,1,SBrkr,716.0,716,0,1432.0,1.0,0,2,1,3.0,1,4,6,8,1.0,4,Attchd,2004.0,3,2.0,432.0,3,3,2,100,51,0,0,0,0,0,7,2009,WD,Normal,188500,12.146853285870202
317,60,RL,94.0,13005.0,Pave,3,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4,3,1,6,692.0,1,0,153.0,845,GasA,3,1,SBrkr,1153.0,1200,0,2353.0,1.0,0,2,1,4.0,1,5,10,8,1.0,3,Attchd,1983.0,2,2.0,484.0,3,3,2,288,170,0,0,0,0,0,8,2009,WD,Normal,260000,12.468436909997665
318,60,FV,75.0,9000.0,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No,0.0,4,3,PConc,4,3,3,1,0.0,1,0,1088.0,1088,GasA,5,1,SBrkr,1088.0,871,0,1959.0,0.0,0,2,1,3.0,1,4,8,8,1.0,4,Attchd,2006.0,2,3.0,942.75,3,3,2,208,46,0,0,0,0,0,12,2007,WD,Normal,270000,12.506177237980511
319,60,RL,90.0,9900.0,Pave,4,1,4,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,3,4,6,987.0,1,0,360.0,1347,GasA,5,1,SBrkr,1372.0,1274,0,2646.0,1.0,0,2,1,4.0,1,4,9,8,1.0,3,Attchd,1993.0,2,3.0,656.0,3,3,2,340,60,0,0,0,0,0,4,2009,WD,Normal,260000,12.468436909997665
320,80,RL,80.0,14115.0,Pave,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4,3,3,6,1036.0,1,0,336.0,1372,GasA,3,1,SBrkr,1472.0,0,0,1472.0,1.0,0,2,0,3.0,1,3,6,8,2.0,3,Attchd,1980.0,1,2.0,588.0,3,3,2,233,48,0,0,0,0,0,6,2009,WD,Normal,187500,12.141534124392603
321,60,RL,110.0,16259.0,Pave,4,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5,4,3,1,0.0,1,0,1249.0,1249,GasA,5,1,SBrkr,1249.0,1347,0,2596.0,0.0,0,3,1,4.0,1,4,9,8,0.0,0,Attchd,2006.0,2,3.0,840.0,3,3,2,240,154,0,0,0,0,0,9,2006,New,Partial,342643,12.7444443677961
322,60,RL,99.0,12099.0,Pave,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5,3,3,6,970.0,1,0,166.0,1136,GasA,5,1,SBrkr,1136.0,1332,0,2468.0,1.0,0,2,1,4.0,1,4,10,8,1.0,4,BuiltIn,2004.0,3,3.0,872.0,3,3,2,184,154,0,0,0,0,0,6,2007,WD,Normal,354000,12.777052192115912
323,60,RL,86.0,10380.0,Pave,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3,3,4,2,28.0,5,0,0.0,1502,GasA,5,1,SBrkr,1553.0,1177,0,2730.0,1.0,0,2,1,4.0,1,4,8,8,1.0,3,Attchd,1987.0,3,2.0,576.0,3,3,2,201,96,0,0,0,0,0,8,2007,WD,Normal,301000,12.614865543731012
324,20,RM,49.0,5820.0,Pave,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,No,0.0,3,4,CBlock,3,3,1,5,256.0,1,0,906.0,1162,GasA,5,1,SBrkr,1163.0,0,0,1163.0,1.0,0,1,0,3.0,1,3,6,8,0.0,0,Attchd,1955.0,1,1.0,220.0,2,3,2,142,98,0,0,0,0,0,7,2006,WD,Normal,126175,11.745425111208464
325,80,RL,96.0,11275.0,Pave,4,4,4,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4,3,1,1,0.0,1,0,710.0,710,GasA,5,1,SBrkr,1898.0,1080,0,2747.25,0.0,0,2,1,4.5,1,4,10,8,1.0,4,BuiltIn,1961.0,3,2.0,564.0,3,3,2,240,0,0,0,0,0,0,6,2010,WD,Normal,242000,12.396693005138824
326,45,RM,50.0,5000.0,Pave,4,4,4,Inside,3,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,3,3,CBlock,3,3,3,4,116.0,1,0,604.0,720,GasA,1,0,FuseF,803.0,0,0,803.0,0.0,0,1,0,2.0,1,3,5,8,0.0,0,Detchd,1941.0,1,2.0,360.0,3,3,2,0,0,0,0,0,0,0,12,2007,WD,Normal,87000,11.37366339763672
327,120,RL,32.0,10846.0,Pave,3,4,4,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,No,0.0,4,3,PConc,4,3,4,6,1619.0,1,0,100.0,1719,GasA,5,1,SBrkr,1719.0,0,0,1719.0,2.0,0,1,1,1.0,1,4,6,8,2.0,4,Attchd,1993.0,3,2.0,473.0,3,3,2,122,30,0,0,0,0,0,5,2008,Con,Normal,324000,12.688498794774466
328,20,RL,80.0,11600.0,Pave,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,1,3,565.0,1,0,818.0,1383,GasA,3,1,SBrkr,1383.0,0,0,1383.0,0.0,0,1,1,3.0,1,3,7,8,0.0,0,Attchd,1960.0,2,1.0,292.0,3,3,2,0,45,0,0,0,0,0,4,2006,WD,Normal,145250,11.886211674714158
