LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice,LogSalePrice,total_sf,total_bathrooms,total_porch_sf,house_age,remod_age,has_remodelled,qual_x_sf,overall_score,has_garage,has_basement,MSSubClass_145,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_No,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,neighbourhood_tier_Low,neighbourhood_tier_Mid
40.0,4280.0,4,4,3,5,6,1913,2002,0.0,3,3,3,3,1,2,365.0,1,75.0,440,3,0,694.0,0,694.0,0.0,1,0,2.0,4,4,8,1.0,4,7.596392304064196,1,1.0,352.0,4,3,1,0.0,0.0,90350,11.411446296020374,1134.0,1.0,0.0,94,5,1,3470.0,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
67.0,12354.0,4,4,3,6,8,1920,2000,0.0,3,3,3,2,2,1,0.0,1,684.0,684,4,1,684.0,512,1196.0,0.0,1,0,3.0,4,7,8,0.0,0,7.603897968521881,1,2.0,528.0,3,3,2,0.0,3.8501476017100584,110000,11.608235644774552,1880.0,1.0,3.8501476017100584,89,9,1,7176.0,48,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
105.0,15431.0,4,4,3,10,5,2008,2008,5.303304908059076,5,3,5,3,4,6,1767.0,5,788.0,2049,5,1,2153.875,0,2402.0,1.0,2,0,2.0,5,10,8,2.0,4,7.605392364814935,3,3.0,672.0,3,3,2,0.0,4.290459441148391,555000,13.226723392728571,4451.0,3.0,4.290459441148391,1,1,0,24020.0,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
92.0,12108.0,4,4,3,4,4,1955,1955,5.602118820879701,3,3,3,3,1,5,133.0,1,1307.0,1440,3,0,1440.0,0,1440.0,0.0,2,0,4.0,2,8,8,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,118000,11.6784399034478,2880.0,2.0,0.0,53,53,0,5760.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
52.0,6240.0,4,4,3,5,7,1930,1992,0.0,3,3,3,3,1,1,0.0,1,1078.0,1078,3,1,1128.0,445,1573.0,0.0,2,0,3.0,3,8,8,1.0,4,7.565793282428515,1,2.0,360.0,3,3,1,0.0,0.0,162900,12.000891794590135,2651.0,2.0,0.0,78,16,1,7865.0,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
53.0,3922.0,4,4,3,7,5,2006,2007,4.290459441148391,4,3,5,3,3,1,0.0,1,1258.0,1258,5,1,1258.0,0,1258.0,0.0,2,0,2.0,4,6,8,1.0,4,7.60489448081162,3,3.0,648.0,3,3,2,4.976733742420574,2.833213344056216,172500,12.058152515453552,2516.0,2.0,2.833213344056216,1,0,1,8806.0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
70.0,8750.0,4,4,3,7,5,1994,1995,0.0,4,4,4,3,1,6,642.0,1,273.0,915,5,1,933.0,975,1908.0,1.0,2,1,4.0,4,8,8,1.0,3,7.598399329323964,1,2.0,493.0,3,3,2,4.976733742420574,4.897839799950911,210000,12.254862809699606,2823.0,3.5,4.897839799950911,14,13,1,13356.0,35,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
73.0,9855.0,4,4,3,6,5,1956,1956,0.0,3,3,3,3,1,1,0.0,1,1436.0,1436,2,1,1689.0,0,1689.0,0.0,1,0,3.0,3,7,8,1.0,4,7.579167967396076,1,2.0,480.0,3,3,2,0.0,0.0,127500,11.755871643580615,3125.0,1.0,0.0,53,53,0,10134.0,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
110.0,16492.0,3,4,3,6,6,1966,2002,0.0,4,3,3,3,1,5,247.0,3,557.0,1517,5,1,1888.0,0,1888.0,0.0,2,1,2.0,4,6,5,1.0,4,7.584264818389059,3,2.0,578.0,3,3,2,0.0,0.0,190000,12.154779351142624,3405.0,2.5,0.0,44,8,1,11328.0,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
65.0,11214.0,3,4,3,7,5,1998,1999,0.0,4,3,4,3,1,1,0.0,1,930.0,930,4,1,956.0,930,1886.0,0.0,2,1,4.0,4,10,8,1.0,3,7.6004023345004,3,2.0,431.0,3,3,2,4.499809670330265,0.0,199900,12.205572520488492,2816.0,2.5,0.0,8,7,1,13202.0,35,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50.0,8600.0,4,3,3,6,6,1937,1950,0.0,3,3,3,3,1,1,0.0,1,780.0,780,3,1,780.0,596,1376.0,0.0,2,0,3.0,3,7,8,1.0,4,7.569411792450712,1,1.0,198.0,3,3,0,0.0,0.0,119500,11.691071650353702,2156.0,2.0,0.0,69,56,1,8256.0,36,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
50.0,6000.0,4,4,3,3,7,1948,2002,0.0,3,4,3,3,1,5,331.0,1,318.0,649,5,1,679.0,504,1183.0,0.0,1,1,2.0,3,6,8,0.0,0,7.591861714889934,1,1.0,308.0,3,3,2,0.0,5.14166355650266,120000,11.695247021764184,1832.0,1.5,5.14166355650266,59,5,1,3549.0,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
70.0,5684.0,4,4,3,6,8,1930,2005,0.0,3,3,3,3,1,1,0.0,1,813.0,813,5,1,813.0,0,813.0,0.0,1,0,2.0,4,5,8,0.0,0,7.566828479208331,1,1.0,270.0,2,2,0,0.0,4.736198448394496,110000,11.608235644774552,1626.0,1.0,4.736198448394496,76,1,1,4878.0,48,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
62.0,17683.25,3,1,2,7,5,1975,1975,0.0,3,3,4,3,4,5,655.0,1,878.0,1533,3,1,1533.0,0,1533.0,1.0,2,0,2.0,4,5,8,2.0,3,7.588829878307813,1,2.0,576.0,3,3,2,5.303304908059076,4.007333185232471,280000,12.542544882151386,3066.0,3.0,4.007333185232471,31,31,0,10731.0,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85.0,9303.0,3,4,3,6,5,1996,1997,3.7612001156935624,4,3,5,3,1,5,742.0,1,130.0,872,5,1,888.0,868,1756.0,1.0,2,1,3.0,3,7,8,0.0,0,7.599401333415815,3,2.0,422.0,3,3,2,4.976733742420574,4.812184355372417,204000,12.225875272826354,2628.0,3.5,4.812184355372417,11,10,1,10536.0,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
75.0,9000.0,4,4,3,8,5,2008,2008,0.0,4,3,4,3,1,1,0.0,1,768.0,768,5,1,786.0,804,1590.0,0.0,2,1,3.0,4,6,8,0.0,0,7.605392364814935,2,2.0,676.0,3,3,2,0.0,3.4339872044851463,210000,12.254862809699606,2358.0,2.5,3.4339872044851463,1,1,0,12720.0,40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
63.0,9297.0,4,4,3,5,5,1976,1976,0.0,3,3,3,3,1,5,1606.0,1,122.0,1728,3,1,1728.0,0,1728.0,2.0,2,0,4.0,3,8,8,0.0,0,7.589335823170617,1,2.0,560.0,3,3,2,0.0,0.0,188000,12.144197241812089,3456.0,4.0,0.0,30,30,0,8640.0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
80.0,9600.0,4,4,3,7,6,1973,1973,5.771441123130016,3,3,3,3,1,5,916.0,1,326.0,1242,2,1,1242.0,0,1242.0,0.0,1,1,3.0,3,6,8,1.0,3,7.587817219993427,1,2.0,528.0,3,3,2,0.0,0.0,175500,12.075394321888057,2484.0,1.5,0.0,34,34,0,8694.0,42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
34.0,4571.0,4,4,3,5,5,1916,1950,0.0,3,3,3,3,1,1,0.0,1,624.0,624,2,0,624.0,720,1344.0,0.0,1,0,4.0,3,7,8,0.0,0,7.558516743045645,1,3.0,513.0,2,2,2,0.0,0.0,98000,11.49272275765271,1968.0,1.0,0.0,92,58,1,6720.0,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80.0,17683.25,3,1,2,4,6,1954,1994,0.0,3,3,4,3,4,4,1116.0,1,248.0,1364,5,1,1663.0,0,1663.0,1.0,1,0,2.0,4,6,7,2.0,4,7.578145472419466,3,2.0,529.0,3,3,2,5.41610040220442,4.927253685157205,256000,12.4529327234617,3027.0,2.0,4.927253685157205,54,14,1,6652.0,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60.0,5100.0,4,4,3,8,7,1925,1996,0.0,3,4,3,3,1,1,0.0,1,588.0,588,2,1,833.0,833,1666.0,0.0,1,0,3.0,4,7,8,1.0,4,7.563200592358071,1,1.0,228.0,3,3,2,5.262690188904886,4.1588830833596715,161000,11.9891596439666,2254.0,1.0,4.1588830833596715,83,12,1,13328.0,56,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
52.0,7015.0,3,3,3,5,4,1950,1950,5.087596335232384,3,3,3,3,1,2,185.0,1,524.0,709,3,1,979.0,224,1203.0,1.0,1,0,3.0,4,5,8,1.0,3,7.576097340623111,1,1.0,352.0,3,3,2,0.0,0.0,110000,11.608235644774552,1912.0,2.0,0.0,59,59,0,6015.0,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
75.0,8004.0,3,4,3,8,5,2009,2009,4.709530201312334,4,3,4,3,1,6,544.0,1,288.0,832,5,1,832.0,1103,1935.0,1.0,2,1,3.0,3,8,8,0.0,0,7.605890001053122,3,2.0,552.0,3,3,2,0.0,5.017279836814924,263435,12.481561937216318,2767.0,3.5,5.017279836814924,0,0,0,15480.0,40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60.0,7200.0,4,4,3,7,9,1936,2007,0.0,4,4,4,4,1,5,350.0,4,0.0,560,5,1,575.0,560,1135.0,1.0,1,0,3.0,4,6,8,0.0,0,7.586803535162581,2,2.0,576.0,3,3,2,5.54907608489522,0.0,155000,11.951180395901384,1695.0,2.0,0.0,73,2,1,7945.0,63,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
60.0,8281.0,3,4,3,5,5,1965,1965,0.0,3,3,3,3,1,3,553.0,4,0.0,864,4,1,864.0,0,864.0,0.0,1,0,3.0,3,5,8,1.0,1,7.583756300707112,1,1.0,360.0,3,3,2,0.0,0.0,62383,11.041048081342682,1728.0,1.0,0.0,44,44,0,4320.0,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
74.0,11988.0,3,2,2,6,7,1934,1995,0.0,3,3,3,3,1,2,326.0,1,389.0,715,2,1,849.0,811,1660.0,0.0,1,1,3.0,3,6,8,1.0,4,7.570443252057374,1,1.0,240.0,3,3,2,0.0,0.0,188700,12.147913731356642,2375.0,1.5,0.0,74,13,1,9960.0,42,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60.0,8430.0,4,2,2,5,5,1978,1978,4.919980925828125,3,3,4,3,1,3,616.0,1,424.0,1040,3,1,1040.0,0,1040.0,0.0,2,0,3.0,3,5,8,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,124000,11.728036844587177,2080.0,2.0,0.0,31,31,0,5200.0,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43.0,3072.0,4,4,3,7,5,2004,2004,2.9444389791664403,4,3,4,3,1,1,0.0,1,1375.0,1375,5,1,1414.0,0,1414.0,0.0,2,0,2.0,4,6,8,1.0,3,7.60339933974067,3,2.0,398.0,3,3,2,4.976733742420574,3.044522437723423,178740,12.093687514935382,2789.0,2.0,3.044522437723423,2,2,0,9898.0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
85.0,10628.0,4,4,3,7,5,1970,1970,0.0,3,4,3,4,4,6,778.0,1,499.0,1277,3,1,1277.0,0,1277.0,1.0,1,0,2.0,3,5,8,1.0,1,7.58629630715272,1,2.0,526.0,3,3,2,0.0,0.0,167000,12.025749091398891,2554.0,2.0,0.0,37,37,0,8939.0,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
79.0,9480.0,4,4,3,5,7,1942,1995,5.41610040220442,3,3,3,3,1,2,386.0,1,342.0,728,5,1,888.0,756,1644.0,0.0,1,1,3.0,4,7,8,2.0,4,7.57198844937744,1,1.0,312.0,3,3,2,5.1298987149230735,0.0,146500,11.894780707439258,2372.0,1.5,0.0,65,12,1,8220.0,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
